age,country,streaming_platform,top_genre,minutes_streamed_per_day,number_of_songs_liked,most_played_artist,subscription_type,listening_time,discover_engagement,repeat_rate,age_group,region
34,south korea,youtube,metal,491,53,drake,premium,afternoon,86.12,16.84,26-35,asia
51,australia,amazon music,classical,340,332,ed sheeran,free,morning,60.23,15.2,50+,oceania
24,canada,tidal,metal,251,145,adele,free,afternoon,42.97,66.93,18-25,north_america
44,india,spotify,pop,318,111,ed sheeran,premium,morning,63.1,15.58,36-50,asia
44,uk,deezer,metal,18,24,post malone,premium,morning,46.47,30.86,36-50,europe
14,germany,tidal,rock,458,232,bts,premium,afternoon,79.1,5.43,<18,europe
23,japan,spotify,reggae,301,95,the weeknd,premium,afternoon,44.81,27.06,18-25,asia
22,japan,amazon music,reggae,81,42,post malone,free,morning,89.06,43.03,18-25,asia
33,germany,deezer,edm,380,104,dua lipa,premium,afternoon,86.5,24.27,26-35,europe
49,south korea,youtube,r&b,93,393,taylor swift,free,night,55.26,55.56,36-50,asia
50,south korea,amazon music,classical,43,272,post malone,free,night,62.69,14.43,36-50,asia
34,germany,tidal,r&b,558,380,drake,premium,morning,53.6,6.21,26-35,europe
22,india,youtube,pop,447,422,bad bunny,free,night,29.82,30.34,18-25,asia
27,australia,apple music,pop,481,252,bad bunny,free,morning,30.23,61.84,26-35,oceania
30,india,spotify,hip-hop,356,236,billie eilish,premium,night,83.8,42.57,26-35,asia
21,france,tidal,rock,569,450,taylor swift,premium,morning,43.99,14.64,18-25,europe
48,south korea,tidal,country,358,294,taylor swift,premium,afternoon,34.33,15.41,36-50,asia
40,canada,apple music,edm,550,60,taylor swift,free,night,74.77,79.16,36-50,north_america
26,japan,spotify,country,334,59,billie eilish,premium,morning,61.96,42.31,26-35,asia
56,uk,apple music,hip-hop,307,127,drake,free,morning,17.65,10.28,50+,europe
20,australia,amazon music,reggae,435,21,drake,free,morning,19.31,11.75,18-25,oceania
42,france,deezer,edm,317,259,dua lipa,free,morning,24.31,11.88,36-50,europe
29,uk,amazon music,r&b,589,220,post malone,free,night,71.56,20.84,26-35,europe
60,south korea,amazon music,r&b,345,261,bad bunny,free,morning,61.54,71.58,50+,asia
32,france,tidal,rock,364,87,taylor swift,free,night,21.31,32.79,26-35,europe
15,brazil,tidal,jazz,568,296,adele,free,afternoon,21.77,64.39,<18,south_america
53,france,deezer,classical,28,96,adele,premium,morning,16.16,44.11,50+,europe
30,japan,amazon music,reggae,345,50,adele,free,afternoon,36.11,56.92,26-35,asia
36,usa,apple music,edm,494,329,drake,free,night,49.55,44.29,36-50,north_america
34,australia,apple music,r&b,104,363,bad bunny,premium,morning,85.56,19.63,26-35,oceania
60,canada,tidal,country,371,404,adele,premium,afternoon,25.39,30.28,50+,north_america
50,japan,amazon music,country,148,416,post malone,premium,morning,44.38,27.45,36-50,asia
56,japan,apple music,country,320,130,bts,premium,afternoon,86.22,27.83,50+,asia
58,south korea,tidal,r&b,339,38,bts,premium,afternoon,52.12,60.1,50+,asia
30,australia,amazon music,reggae,299,259,adele,premium,afternoon,48.16,79.32,26-35,oceania
47,france,apple music,classical,253,409,drake,premium,night,87.05,65.32,36-50,europe
21,india,amazon music,reggae,467,435,billie eilish,free,morning,74.21,55.68,18-25,asia
34,brazil,deezer,reggae,574,69,bad bunny,free,night,50.98,49.5,26-35,south_america
20,usa,tidal,rock,29,66,dua lipa,free,night,31.08,17.26,18-25,north_america
25,australia,apple music,hip-hop,14,203,post malone,free,afternoon,39.52,46.09,18-25,oceania
44,south korea,spotify,metal,398,272,post malone,premium,night,40.18,34.02,36-50,asia
18,uk,spotify,rock,257,128,adele,free,afternoon,70.94,69.27,<18,europe
35,canada,spotify,edm,152,402,bts,premium,night,65.69,11.37,26-35,north_america
53,australia,youtube,edm,506,192,drake,free,morning,54.99,16.55,50+,oceania
47,south korea,tidal,reggae,58,346,ed sheeran,free,morning,47.73,30.35,36-50,asia
46,france,tidal,hip-hop,450,313,dua lipa,premium,morning,86.07,40.8,36-50,europe
33,south korea,tidal,hip-hop,65,385,bad bunny,free,morning,37.15,47.05,26-35,asia
59,france,spotify,edm,327,75,billie eilish,premium,afternoon,37.97,35.82,50+,europe
15,usa,apple music,pop,24,291,post malone,free,night,10.15,71.59,<18,north_america
37,australia,spotify,classical,257,141,bad bunny,premium,night,37.63,29.69,36-50,oceania
30,australia,deezer,reggae,573,74,dua lipa,premium,night,16.61,21.52,26-35,oceania
29,usa,spotify,metal,484,443,bts,free,morning,50.57,65.81,26-35,north_america
58,usa,tidal,jazz,361,442,dua lipa,free,morning,62.6,30.32,50+,north_america
57,canada,deezer,rock,287,221,bad bunny,free,morning,71.78,47.09,50+,north_america
22,australia,deezer,reggae,344,423,the weeknd,premium,night,45.08,66.11,18-25,oceania
45,australia,apple music,hip-hop,11,167,the weeknd,premium,afternoon,54.82,66.55,36-50,oceania
52,germany,tidal,country,212,164,taylor swift,premium,afternoon,25.13,15.97,50+,europe
22,france,tidal,jazz,563,34,post malone,free,night,63.45,20.07,18-25,europe
46,uk,youtube,edm,577,17,billie eilish,premium,night,26.34,64.96,36-50,europe
38,canada,youtube,reggae,201,377,adele,free,morning,10.06,33.47,36-50,north_america
41,brazil,deezer,jazz,203,13,adele,free,night,26.99,58.29,36-50,south_america
26,japan,amazon music,classical,567,248,adele,premium,night,31.22,39.02,26-35,asia
53,brazil,amazon music,classical,237,144,dua lipa,free,night,83.37,22.02,50+,south_america
41,uk,deezer,hip-hop,323,74,drake,premium,night,41.93,76.48,36-50,europe
14,south korea,spotify,rock,366,175,ed sheeran,free,night,67.7,65.69,<18,asia
21,germany,youtube,r&b,98,318,bts,premium,morning,66.75,13.39,18-25,europe
16,south korea,spotify,metal,266,359,bad bunny,premium,night,11.3,17.21,<18,asia
34,germany,youtube,edm,515,236,bad bunny,free,night,75.46,19.98,26-35,europe
25,canada,youtube,jazz,382,296,adele,premium,night,76.94,35.19,18-25,north_america
26,brazil,deezer,rock,559,11,post malone,free,afternoon,69.58,49.01,26-35,south_america
23,uk,tidal,jazz,92,104,ed sheeran,premium,afternoon,51.29,45.23,18-25,europe
18,usa,youtube,jazz,189,320,drake,free,morning,71.76,36.15,<18,north_america
43,uk,tidal,r&b,52,127,dua lipa,premium,morning,51.32,56.09,36-50,europe
19,uk,amazon music,metal,249,269,ed sheeran,premium,morning,28.19,68.83,18-25,europe
35,germany,spotify,r&b,354,364,dua lipa,premium,night,86.36,50.23,26-35,europe
31,uk,tidal,classical,546,119,taylor swift,premium,morning,30.82,39.77,26-35,europe
46,australia,amazon music,hip-hop,530,310,bad bunny,free,afternoon,59.2,62.28,36-50,oceania
52,australia,apple music,pop,188,176,taylor swift,free,afternoon,50.39,41.83,50+,oceania
28,uk,apple music,metal,479,345,the weeknd,premium,night,48.24,8.29,26-35,europe
52,south korea,tidal,rock,461,95,ed sheeran,free,night,78.23,58.43,50+,asia
32,japan,youtube,pop,494,387,ed sheeran,premium,night,40.89,34.03,26-35,asia
46,canada,spotify,country,599,322,billie eilish,premium,night,63.77,31.99,36-50,north_america
47,japan,youtube,rock,104,228,adele,premium,afternoon,84.3,14.08,36-50,asia
34,india,spotify,edm,143,23,ed sheeran,free,afternoon,29.58,52.77,26-35,asia
49,brazil,deezer,classical,42,225,the weeknd,premium,night,71.58,33.92,36-50,south_america
41,france,amazon music,hip-hop,553,435,billie eilish,free,morning,88.95,24.62,36-50,europe
18,uk,tidal,reggae,251,62,post malone,premium,morning,62.63,68.88,<18,europe
37,japan,amazon music,rock,201,372,adele,premium,morning,22.41,45.86,36-50,asia
40,canada,deezer,pop,530,302,dua lipa,premium,night,73.78,62.31,36-50,north_america
22,canada,deezer,classical,279,151,ed sheeran,premium,afternoon,20.76,54.78,18-25,north_america
34,japan,amazon music,classical,359,425,dua lipa,premium,afternoon,23.22,58.84,26-35,asia
31,japan,apple music,classical,91,294,billie eilish,free,morning,32.19,41.21,26-35,asia
30,france,tidal,country,75,411,adele,free,afternoon,43.96,34.02,26-35,europe
18,australia,amazon music,rock,277,31,post malone,free,night,21.33,76.05,<18,oceania
14,france,deezer,hip-hop,265,206,taylor swift,premium,afternoon,76.89,7.75,<18,europe
21,japan,youtube,jazz,353,251,billie eilish,premium,night,48.68,77.33,18-25,asia
24,australia,spotify,r&b,485,493,bts,premium,night,42.2,12.66,18-25,oceania
17,france,amazon music,r&b,541,302,post malone,free,afternoon,67.46,47.23,<18,europe
18,germany,spotify,reggae,541,87,post malone,free,night,29.09,12.73,<18,europe
30,japan,amazon music,classical,509,460,drake,free,afternoon,19.41,49.36,26-35,asia
15,uk,deezer,rock,305,239,post malone,premium,afternoon,13.58,23.8,<18,europe
20,australia,apple music,r&b,570,398,post malone,premium,afternoon,42.1,15.41,18-25,oceania
53,india,apple music,country,540,161,dua lipa,free,morning,33.93,79.63,50+,asia
37,india,apple music,country,446,370,bad bunny,premium,morning,18.66,77.4,36-50,asia
33,usa,youtube,r&b,231,202,post malone,free,morning,41.18,5.92,26-35,north_america
41,uk,spotify,jazz,378,15,the weeknd,premium,afternoon,68.21,37.45,36-50,europe
47,france,deezer,reggae,112,102,adele,premium,night,18.98,33.01,36-50,europe
30,usa,tidal,reggae,463,137,the weeknd,free,night,61.51,70.9,26-35,north_america
29,india,youtube,pop,364,400,adele,premium,afternoon,22.18,25.39,26-35,asia
37,australia,youtube,reggae,589,61,the weeknd,premium,night,12.39,69.37,36-50,oceania
45,australia,apple music,metal,517,160,post malone,free,night,44.08,11.91,36-50,oceania
35,uk,deezer,jazz,470,259,billie eilish,free,afternoon,48.62,30.42,26-35,europe
29,canada,apple music,reggae,196,379,dua lipa,premium,morning,32.6,10.7,26-35,north_america
32,uk,youtube,reggae,254,320,billie eilish,free,night,38.55,37.78,26-35,europe
38,australia,youtube,r&b,460,188,adele,premium,night,26.64,32.45,36-50,oceania
22,canada,spotify,metal,505,148,drake,free,morning,87.78,55.55,18-25,north_america
42,usa,apple music,country,505,272,taylor swift,free,morning,83.75,37.0,36-50,north_america
32,usa,spotify,pop,164,12,bad bunny,free,morning,64.49,43.23,26-35,north_america
48,canada,apple music,pop,136,140,ed sheeran,premium,morning,82.77,77.72,36-50,north_america
37,germany,deezer,pop,363,456,ed sheeran,free,morning,61.9,26.87,36-50,europe
21,south korea,spotify,metal,280,284,taylor swift,free,afternoon,58.42,44.43,18-25,asia
23,brazil,amazon music,classical,128,372,bad bunny,premium,morning,14.12,31.6,18-25,south_america
28,australia,deezer,reggae,374,262,bad bunny,premium,afternoon,30.14,53.05,26-35,oceania
44,india,amazon music,metal,195,29,dua lipa,free,morning,88.21,7.2,36-50,asia
50,france,youtube,pop,100,262,bad bunny,free,afternoon,14.85,76.04,36-50,europe
22,australia,apple music,classical,32,307,adele,free,morning,29.1,43.45,18-25,oceania
14,canada,youtube,rock,431,31,the weeknd,premium,night,76.51,44.62,<18,north_america
14,india,spotify,r&b,199,446,dua lipa,premium,night,78.98,73.73,<18,asia
23,brazil,deezer,hip-hop,558,410,drake,free,morning,68.61,40.38,18-25,south_america
32,germany,tidal,r&b,420,497,post malone,premium,night,86.09,47.98,26-35,europe
49,japan,youtube,r&b,209,29,post malone,premium,afternoon,54.41,73.6,36-50,asia
52,germany,spotify,country,76,343,bad bunny,free,afternoon,14.33,59.65,50+,europe
41,france,amazon music,metal,252,227,adele,free,night,81.26,12.93,36-50,europe
52,south korea,tidal,jazz,157,122,drake,free,morning,16.56,51.44,50+,asia
35,japan,youtube,metal,137,466,post malone,free,afternoon,12.58,76.83,26-35,asia
21,canada,youtube,r&b,16,137,drake,free,afternoon,80.46,19.4,18-25,north_america
48,japan,amazon music,jazz,343,408,post malone,free,night,14.5,42.52,36-50,asia
23,australia,deezer,r&b,262,380,dua lipa,premium,morning,31.64,33.45,18-25,oceania
36,usa,amazon music,edm,499,97,taylor swift,premium,afternoon,37.64,54.33,36-50,north_america
16,brazil,youtube,edm,412,361,bts,free,afternoon,30.8,69.19,<18,south_america
40,canada,youtube,r&b,501,226,post malone,free,morning,57.24,77.22,36-50,north_america
53,australia,apple music,hip-hop,428,28,billie eilish,premium,afternoon,60.15,63.15,50+,oceania
26,australia,apple music,r&b,583,142,drake,premium,morning,53.16,41.11,26-35,oceania
16,germany,amazon music,rock,44,472,adele,free,afternoon,57.14,14.08,<18,europe
24,canada,amazon music,rock,297,400,adele,free,morning,26.01,49.39,18-25,north_america
36,france,apple music,hip-hop,322,272,drake,free,afternoon,66.65,6.61,36-50,europe
59,australia,spotify,edm,222,98,adele,free,afternoon,66.21,29.37,50+,oceania
38,south korea,amazon music,classical,97,359,bts,premium,afternoon,63.23,35.77,36-50,asia
45,australia,deezer,edm,278,69,adele,premium,night,27.15,56.28,36-50,oceania
41,japan,deezer,rock,28,418,dua lipa,premium,morning,81.58,44.65,36-50,asia
58,usa,amazon music,hip-hop,280,90,dua lipa,free,night,48.07,9.46,50+,north_america
33,brazil,youtube,r&b,384,69,billie eilish,free,afternoon,37.85,6.49,26-35,south_america
60,japan,amazon music,pop,280,215,drake,premium,morning,35.54,38.11,50+,asia
53,germany,youtube,rock,504,361,drake,premium,night,70.6,49.3,50+,europe
49,brazil,apple music,country,172,479,adele,premium,night,32.28,39.83,36-50,south_america
35,germany,apple music,rock,170,160,bad bunny,free,night,52.86,31.07,26-35,europe
58,canada,spotify,pop,142,228,billie eilish,free,afternoon,26.09,40.76,50+,north_america
15,australia,tidal,reggae,34,251,bad bunny,premium,morning,22.6,34.42,<18,oceania
59,india,spotify,r&b,557,491,dua lipa,premium,morning,74.26,22.02,50+,asia
33,japan,youtube,hip-hop,588,462,dua lipa,premium,night,64.23,12.95,26-35,asia
31,usa,spotify,hip-hop,154,209,dua lipa,free,morning,24.0,51.94,26-35,north_america
56,germany,amazon music,metal,138,459,drake,free,night,89.93,9.17,50+,europe
59,south korea,youtube,pop,330,308,dua lipa,premium,night,40.52,18.91,50+,asia
19,canada,amazon music,classical,36,100,drake,premium,afternoon,32.91,8.0,18-25,north_america
34,south korea,spotify,hip-hop,465,396,adele,premium,night,51.76,30.42,26-35,asia
28,south korea,amazon music,country,318,73,drake,free,morning,23.16,78.89,26-35,asia
44,brazil,amazon music,metal,179,24,post malone,free,night,26.46,56.13,36-50,south_america
21,india,amazon music,jazz,154,85,dua lipa,free,afternoon,55.79,64.19,18-25,asia
22,uk,youtube,r&b,424,139,bad bunny,free,morning,41.05,68.71,18-25,europe
21,brazil,amazon music,edm,572,101,adele,free,morning,56.89,68.15,18-25,south_america
21,india,spotify,jazz,234,442,adele,premium,afternoon,28.03,75.48,18-25,asia
60,australia,spotify,hip-hop,215,372,bad bunny,premium,morning,47.89,67.17,50+,oceania
26,japan,apple music,jazz,440,344,ed sheeran,free,morning,85.79,17.55,26-35,asia
57,japan,amazon music,pop,108,335,adele,free,afternoon,63.32,40.1,50+,asia
20,germany,tidal,r&b,353,444,dua lipa,premium,night,31.73,25.88,18-25,europe
55,south korea,spotify,reggae,427,499,bts,free,morning,25.39,43.0,50+,asia
50,japan,amazon music,edm,383,349,the weeknd,free,morning,79.61,69.45,36-50,asia
37,australia,youtube,r&b,346,109,bad bunny,premium,morning,72.43,59.46,36-50,oceania
54,canada,youtube,country,257,416,drake,premium,morning,35.82,72.41,50+,north_america
49,germany,amazon music,metal,57,481,bad bunny,premium,afternoon,70.36,78.4,36-50,europe
46,australia,tidal,rock,561,160,post malone,free,morning,71.41,33.54,36-50,oceania
25,india,amazon music,country,137,487,drake,free,afternoon,85.45,8.18,18-25,asia
34,uk,tidal,jazz,545,349,post malone,free,afternoon,50.65,46.21,26-35,europe
19,france,spotify,hip-hop,386,173,bts,premium,morning,65.04,21.71,18-25,europe
38,south korea,spotify,rock,475,123,bad bunny,premium,morning,16.96,39.91,36-50,asia
32,australia,tidal,r&b,456,431,adele,free,morning,49.98,71.3,26-35,oceania
13,canada,apple music,r&b,571,22,taylor swift,free,afternoon,23.55,21.75,<18,north_america
30,canada,deezer,r&b,524,197,the weeknd,premium,afternoon,64.7,5.52,26-35,north_america
56,canada,apple music,metal,123,211,bts,premium,morning,77.7,10.79,50+,north_america
16,uk,deezer,rock,486,230,ed sheeran,free,night,69.01,31.48,<18,europe
29,south korea,amazon music,rock,170,138,taylor swift,free,afternoon,36.01,35.7,26-35,asia
32,brazil,amazon music,r&b,320,381,drake,premium,morning,64.66,39.0,26-35,south_america
47,japan,amazon music,hip-hop,62,341,ed sheeran,free,morning,41.62,8.59,36-50,asia
36,india,tidal,edm,285,64,post malone,free,afternoon,85.03,9.68,36-50,asia
16,india,deezer,country,24,147,drake,premium,afternoon,71.81,31.25,<18,asia
48,australia,apple music,pop,291,421,the weeknd,free,afternoon,87.06,15.85,36-50,oceania
41,brazil,youtube,jazz,434,40,dua lipa,premium,night,71.52,40.22,36-50,south_america
44,france,spotify,country,204,479,the weeknd,premium,afternoon,42.17,49.22,36-50,europe
25,canada,apple music,jazz,572,281,bts,premium,afternoon,20.64,48.71,18-25,north_america
44,france,youtube,edm,350,132,billie eilish,free,night,43.15,38.53,36-50,europe
27,australia,amazon music,edm,205,216,post malone,premium,afternoon,10.4,65.15,26-35,oceania
51,usa,amazon music,jazz,467,145,dua lipa,premium,night,64.39,21.51,50+,north_america
14,canada,spotify,hip-hop,67,349,the weeknd,premium,morning,35.41,26.79,<18,north_america
23,usa,tidal,reggae,576,472,adele,premium,night,60.89,36.78,18-25,north_america
27,usa,youtube,reggae,441,424,billie eilish,premium,morning,81.98,11.15,26-35,north_america
41,usa,youtube,country,17,335,taylor swift,premium,morning,56.31,15.65,36-50,north_america
39,south korea,tidal,classical,458,487,billie eilish,free,afternoon,65.36,22.2,36-50,asia
14,australia,amazon music,country,123,321,bad bunny,premium,afternoon,59.77,39.18,<18,oceania
50,south korea,deezer,country,299,431,ed sheeran,premium,afternoon,74.46,59.95,36-50,asia
34,canada,deezer,pop,302,385,ed sheeran,premium,afternoon,61.72,69.85,26-35,north_america
39,germany,spotify,country,120,439,bad bunny,premium,night,23.2,9.68,36-50,europe
